SPECIES,DATEPLANT,LAT,LONG,COUNT,UNIQUE,COLOR,HEIGHT,DIAM,TOTAL,YEAR,PLANTED
MALUS 'REDBUD',2016,42.6933239,-71.14921983,5,MALUS 'REDBUD',1,15 to 20,4,25,2015,null
MALUS 'REDBUD',2016,42.69329308,-71.14916501,5,ACER RUBRUM ARMSTRONG,2,15 to 20,4,64,2016,1740
MALUS 'REDBUD',2016,42.69329867,-71.14944508,5,LIRIODENDRON TULIPIFERA,3,15 to 20,4,324,2017,3855
MALUS 'REDBUD',2016,42.6932696,-71.14948288,5,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',4,15 to 20,4,121,2018,9614
MALUS 'REDBUD',2016,42.69326766,-71.14954238,5,METASEQUOIA GLYPTOSTROBOIDES,5,15 to 20,4,36,2019,3647
ACER RUBRUM ARMSTRONG,2016,42.69348549,-71.14837597,8,CLADASTRIS KENTUCKEA,6,15 to 20,4,256,2020,3782
ACER RUBRUM ARMSTRONG,2016,42.69354538,-71.14840014,8,ACER RUBRUM 'RED SUNSET',7,15 to 20,4,16,2021,1862
ACER RUBRUM ARMSTRONG,2016,42.69360522,-71.14841043,8,PLATANUS ACERIFOLIA,8,15 to 20,4,3721,2022,3623
ACER RUBRUM ARMSTRONG,2016,42.69367433,-71.14841905,8,GLEDITSIA TRIACANTHOS,9,15 to 20,4,5776,2023,null
ACER RUBRUM ARMSTRONG,2016,42.69373393,-71.14842868,8,PRYUS CHANTICLEAR,10,15 to 20,4,1,,
ACER RUBRUM ARMSTRONG,2016,42.69379586,-71.14843734,8,ULMUS AMERICANA,11,15 to 20,4,7056,,
ACER RUBRUM ARMSTRONG,2016,42.69392407,-71.14845205,8,PLATANUS OCCIDENTALIS,12,15 to 20,4,64,,
ACER RUBRUM ARMSTRONG,2016,42.69385946,-71.14843824,8,CELIS OCCIDENTALIS,13,15 to 20,4,4,,
LIRIODENDRON TULIPIFERA,2016,42.69432261,-71.14871069,18,GYMNOCLADUS DIOICUS,14,15 to 20,4,289,,
LIRIODENDRON TULIPIFERA,2016,42.69427243,-71.1487753,18,ACER RUBRUM,15,15 to 20,4,1521,,
LIRIODENDRON TULIPIFERA,2016,42.69420695,-71.14882066,18,QUERCUS RUBRA,16,15 to 20,4,729,,
LIRIODENDRON TULIPIFERA,2016,42.69411508,-71.14893918,18,TILIA TOMENTOSA,17,15 to 20,4,169,,
LIRIODENDRON TULIPIFERA,2016,42.69408528,-71.14884859,18,QUERCUS BICOLOR,18,15 to 20,4,324,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69401075,-71.14876817,11,STYPHNOLOBIUM JAPONICUM,19,15 to 20,4,9,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69401339,-71.14871,11,BETULA NIGRA,20,15 to 20,4,441,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69401935,-71.14863762,11,GLEDITSIA INERMIS,21,15 to 20,4,64,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69402381,-71.14855067,11,PRUNUS SARGENTII,22,15 to 20,4,49,,
LIRIODENDRON TULIPIFERA,2016,42.69414669,-71.14936596,18,ACER FREEMANII 'ARMSTRONG',23,15 to 20,4,441,,
LIRIODENDRON TULIPIFERA,2016,42.69408685,-71.14936245,18,AESCULUS CARNEA 'BRIOTII',24,15 to 20,4,25,,
METASEQUOIA GLYPTOSTROBOIDES,2016,42.69403581,-71.14935373,6,GINKGO BILOBA,25,15 to 20,4,196,,
METASEQUOIA GLYPTOSTROBOIDES,2016,42.69401758,-71.14928507,6,TAXODIUM DISTICHUM,26,15 to 20,4,196,,
METASEQUOIA GLYPTOSTROBOIDES,2016,42.69405961,-71.14923441,6,CARPINUS BETULUS FASTIGIATA,27,15 to 20,4,1,,
CLADASTRIS KENTUCKEA,2016,42.69416221,-71.14885064,16,OXYDENDRUM ARBOREUM,28,15 to 20,4,4,,
CLADASTRIS KENTUCKEA,2016,42.69410079,-71.14900634,16,SYRINGA RETICULATA,29,15 to 20,4,2025,,
CLADASTRIS KENTUCKEA,2016,42.6940715,-71.14905958,16,JUNIPERUS VIRGINIANA,30,15 to 20,4,1,,
CLADASTRIS KENTUCKEA,2016,42.69402288,-71.14908075,16,LIQUIDAMBAR STYRACIFLUA,31,15 to 20,4,1089,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69392626,-71.14952503,11,CORYLUS COLURNA,32,15 to 20,4,16,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69393315,-71.14945684,11,CERCIS CANADENSIS,33,15 to 20,4,64,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.6939415,-71.14939416,11,CORNUS RUTGERS HYBRID,34,15 to 20,4,64,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69395028,-71.14931917,11,ZELKOVA SERRATA,35,15 to 20,4,81,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69396031,-71.14922321,11,TILIA CORDATA,36,15 to 20,4,16,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69397007,-71.14914571,11,QUERCUS PALUSTRIS FASTIGIATE,37,15 to 20,4,4,,
LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016,42.69397349,-71.14907086,11,ACER FREEMANII ,38,15 to 20,4,16,,
ACER RUBRUM 'RED SUNSET',2016,42.69402267,-71.1484698,4,CELTIS OCCIDENTALIS,39,15 to 20,4,225,,
ACER RUBRUM 'RED SUNSET',2016,42.6940773,-71.14847271,4,CORNUS KOUSA (RUTGERS STELLAR PINK),40,15 to 20,4,25,,
ACER RUBRUM 'RED SUNSET',2016,42.69412862,-71.14848013,4,FAGUS GRANDIFOLIA,41,15 to 20,4,4,,
ACER RUBRUM 'RED SUNSET',2016,42.69417301,-71.14848694,4,GLEDITSIA TRIACANTHOS v. INERMIS,42,15 to 20,4,400,,
PLATANUS ACERIFOLIA,2016,42.71420333,-71.15630974,61,NYSSA SYLVATICA,43,15 to 20,4,64,,
PLATANUS ACERIFOLIA,2016,42.71421813,-71.15624151,61,QUERCUS PALUSTRIS,44,15 to 20,4,196,,
PLATANUS ACERIFOLIA,2016,42.71423169,-71.15615455,61,TILIA AMERICANA,45,15 to 20,4,361,,
GLEDITSIA TRIACANTHOS,2016,42.71401384,-71.1561018,76,PRUNUS x YEDOENSIS,46,15 to 20,4,4,,
GLEDITSIA TRIACANTHOS,2016,42.71395599,-71.15611278,76,PARROTIA PERSICA,47,15 to 20,4,36,,
GLEDITSIA TRIACANTHOS,2016,42.71389039,-71.15607922,76,PRUNUS SARGENTII FASTIGIATA,48,15 to 20,4,4,,
METASEQUOIA GLYPTOSTROBOIDES,2016,42.7137039,-71.1559995,6,QUERCUS COCCINEA,49,15 to 20,4,9,,
METASEQUOIA GLYPTOSTROBOIDES,2016,42.71365494,-71.15603529,6,STYRAX JAPNICUS ,50,15 to 20,4,9,,
METASEQUOIA GLYPTOSTROBOIDES,2016,42.71365135,-71.15594972,6,PRUNUS CERASIFERA KV,51,15 to 20,4,16,,
GLEDITSIA TRIACANTHOS,2016,42.71400823,-71.15629886,76,CRATAEGUS (THORNLESS),52,15 to 20,4,1,,
GLEDITSIA TRIACANTHOS,2016,42.71394635,-71.1563147,76,OSTRYA VIRGINIANA,53,15 to 20,4,4,,
GLEDITSIA TRIACANTHOS,2016,42.71388615,-71.15633538,76,TAXODIUM,54,15 to 20,4,9,,
GLEDITSIA TRIACANTHOS,2016,42.7138309,-71.15633665,76,"CERCIS CANADENSIS ""MINNESOTA""",55,15 to 20,4,1,,
GLEDITSIA TRIACANTHOS,2016,42.71376661,-71.15634249,76,MAACKIA AMURENSIS,56,15 to 20,4,361,,
GLEDITSIA TRIACANTHOS,2016,42.71369258,-71.15635614,76,PRUNUS YEDOENSIS,57,15 to 20,4,4,,
GLEDITSIA TRIACANTHOS,2016,42.71360687,-71.15636952,76,AMELANCHIER LAEVIS,58,15 to 20,4,16,,
PRYUS CHANTICLEAR,2016,42.71437925,-71.15627907,1,ACER FREEMANII FASTIGIATA,59,15 to 20,4,4,,
PLATANUS ACERIFOLIA,2016,42.71446506,-71.1558206,61,METASEQUOIA G.,60,15 to 20,4,1,,
LIRIODENDRON TULIPIFERA,2016,42.69403406,-71.14885112,18,BETULA NIGRA 'DURAHEAT' SINGLE STEM,61,15 to 20,4,4,,
LIRIODENDRON TULIPIFERA,2016,42.69437254,-71.14854604,18,CARPINUS CAROLINIANA,62,15 to 20,4,1,,
LIRIODENDRON TULIPIFERA,2016,42.69434592,-71.14864176,18,QUERCUS BICOLOR 'FASTIGIA',63,15 to 20,4,36,,
ULMUS AMERICANA,2016,42.69523302,-71.14834996,84,ZELOKOVA SERRATA 'MUSASHINO',64,15 to 20,4,81,,
ULMUS AMERICANA,2016,42.69546532,-71.14837288,84,ACER CAMPESTRE,65,15 to 20,4,9,,
PLATANUS ACERIFOLIA,2016,42.71422987,-71.15617018,61,NYSSA SYLVATICA 'WILDFIRE',66,15 to 20,4,1,,
ULMUS AMERICANA,2017,42.71490979,-71.1662484,84,CERCIS CANADENSIS 'MINNESOTA',67,15 to 20,4,4,,
ULMUS AMERICANA,2017,42.71491607,-71.16613859,84,SYRINGA RETICULATA 'IVORY SILK',68,15 to 20,4,9,,
PLATANUS OCCIDENTALIS,2017,42.71492445,-71.16600098,8,LIQUIDAMBAR STYRACIFLUA 'MORAINE',69,15 to 20,4,4,,
PLATANUS OCCIDENTALIS,2017,42.71493336,-71.16586978,8,BETULA NIGRA (MULTISTEM),70,15 to 20,4,9,,
PLATANUS OCCIDENTALIS,2017,42.71495275,-71.16555604,8,ZELKOVA SERRATA 'MUSASHINO',71,15 to 20,4,4,,
PLATANUS OCCIDENTALIS,2017,42.71495903,-71.16543197,8,AMELANCHIER x GRANDIFLORA,72,15 to 20,4,1,,
PLATANUS OCCIDENTALIS,2017,42.71497684,-71.16510255,8,PLATANUS ACERIFOLIA 'BLOODGOD',73,15 to 20,4,1,,
ULMUS AMERICANA,2017,42.71769454,-71.16974767,84,PRUNUS SARGENTII 'FASTIGIATA',74,15 to 20,4,4,,
ULMUS AMERICANA,2017,42.71769978,-71.16963929,84,TILIA AMERICANA 'REDMOND',75,15 to 20,4,1,,
ULMUS AMERICANA,2017,42.71771026,-71.16949811,84,AMELANCHIER LAEVIS 'CUMULUS',76,15 to 20,4,1,,
CELIS OCCIDENTALIS,2017,42.71787371,-71.16969348,2,AMELANCHIER GRANDIFLORA,77,15 to 20,4,4,,
CELIS OCCIDENTALIS,2017,42.71787999,-71.16960078,2,MACLURA POMIFERA 'WHITE SHIELD',78,15 to 20,4,16,,
GYMNOCLADUS DIOICUS,2017,42.71796486,-71.16993591,17,ACER RUBRUM 'OCTOBER GLORY',79,15 to 20,4,4,,
GYMNOCLADUS DIOICUS,2017,42.71791562,-71.16992878,17,QUERCUS PALUSTRIS 'REGAL PRINCE',80,15 to 20,4,1,,
GYMNOCLADUS DIOICUS,2017,42.71785485,-71.16992308,17,ULMUS AMERICANA 'PATRIOT',81,15 to 20,4,9,,
GYMNOCLADUS DIOICUS,2017,42.71778989,-71.16991452,17,ACER TARTARICUM,82,15 to 20,4,4,,
ACER RUBRUM,2017,42.71383592,-71.16248687,39,GLEDITSIA TRIACANTHOS 'STREETKEEPER',83,15 to 20,4,289,,
ACER RUBRUM,2017,42.71378842,-71.16232715,39,PRUNUS CERASIFERA,84,15 to 20,4,1,,
ACER RUBRUM,2017,42.71374511,-71.16218264,39,MALUS SYLVESTRIS 'ADIRONDACK',85,15 to 20,4,196,,
QUERCUS RUBRA,2017,42.71381793,-71.16214675,27,AMELANCHIER,86,15 to 20,4,100,,
QUERCUS RUBRA,2017,42.7137245,-71.16183658,27,MALUS 'PRAIRIE FIRE',87,15 to 20,4,36,,
QUERCUS RUBRA,2017,42.71364591,-71.16187223,27,HAMAMELIS VERNALIS,88,15 to 20,3.5,225,,
QUERCUS RUBRA,2017,42.7136529,-71.16159177,27,QUERCUS ALBA,89,15 to 20,3.5,16,,
QUERCUS RUBRA,2017,42.7135586,-71.16162029,27,,,15 to 20,3.5,,,
QUERCUS RUBRA,2017,42.71352891,-71.16145154,27,,,15 to 20,3.5,,,
ACER RUBRUM,2017,42.71347128,-71.16121386,39,,,15 to 20,3.5,,,
ACER RUBRUM,2017,42.71349189,-71.16104463,39,,,15 to 20,3.5,,,
TILIA TOMENTOSA,2017,42.7132266,-71.16046648,13,,,15 to 20,3.5,,,
TILIA TOMENTOSA,2017,42.71328598,-71.16049786,13,,,15 to 20,3.5,,,
QUERCUS BICOLOR,2017,42.71311833,-71.16036666,18,,,15 to 20,3.5,,,
QUERCUS BICOLOR,2017,42.71301354,-71.16034194,18,,,15 to 20,3.5,,,
QUERCUS BICOLOR,2017,42.7128913,-71.16031722,18,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.71295863,-71.15998923,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.71291148,-71.1597468,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.7129141,-71.15948654,16,,,15 to 20,3.5,,,
STYPHNOLOBIUM JAPONICUM,2017,42.71304246,-71.1588555,3,,,15 to 20,3.5,,,
STYPHNOLOBIUM JAPONICUM,2017,42.71300055,-71.15871645,3,,,15 to 20,3.5,,,
STYPHNOLOBIUM JAPONICUM,2017,42.71300055,-71.15860593,3,,,15 to 20,3.5,,,
BETULA NIGRA,2017,42.712901,-71.16023166,21,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.71303984,-71.15988227,61,,,15 to 20,3.5,,,
TILIA TOMENTOSA,2017,42.71319439,-71.16016392,13,,,15 to 20,3.5,,,
TILIA TOMENTOSA,2017,42.71311843,-71.16015323,13,,,15 to 20,3.5,,,
TILIA TOMENTOSA,2017,42.71307127,-71.16011758,13,,,15 to 20,3.5,,,
TILIA TOMENTOSA,2017,42.71308961,-71.16000706,13,,,15 to 20,3.5,,,
BETULA NIGRA,2017,42.71309747,-71.16026375,21,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.71302063,-71.15979909,61,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.71299951,-71.15963664,61,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.71301291,-71.1594265,61,,,15 to 20,3.5,,,
QUERCUS BICOLOR,2017,42.71309949,-71.15872012,18,,,15 to 20,3.5,,,
QUERCUS BICOLOR,2017,42.71313589,-71.15864396,18,,,15 to 20,3.5,,,
QUERCUS BICOLOR,2017,42.71310096,-71.15861306,18,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.71339605,-71.16978184,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.71344408,-71.16967192,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.7134288,-71.16947583,16,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.71349429,-71.16894699,8,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.71348337,-71.16902424,8,,,15 to 20,3.5,,,
PLATANUS OCCIDENTALIS,2017,42.71362308,-71.16862612,8,,,15 to 20,3.5,,,
PLATANUS OCCIDENTALIS,2017,42.71360562,-71.16853997,8,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.71364491,-71.16835576,17,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.71364055,-71.16828149,17,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.71363618,-71.16819236,17,,,15 to 20,3.5,,,
PLATANUS OCCIDENTALIS,2017,42.71362308,-71.16847757,8,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.71356851,-71.16828446,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.71355978,-71.16836765,16,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.71358161,-71.168127,17,,,15 to 20,3.5,,,
BETULA NIGRA,2017,42.71367547,-71.16777642,21,,,15 to 20,3.5,,,
BETULA NIGRA,2017,42.7136973,-71.16761896,21,,,15 to 20,3.5,,,
BETULA NIGRA,2017,42.71370385,-71.16748823,21,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.7136078,-71.16786258,17,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.71363618,-71.16760113,17,,,15 to 20,3.5,,,
PRUNUS SARGENTII,2017,42.71355978,-71.16723273,7,,,15 to 20,3.5,,,
PRUNUS SARGENTII,2017,42.71370822,-71.16732483,7,,,15 to 20,3.5,,,
PRUNUS SARGENTII,2017,42.71343317,-71.16864692,7,,,15 to 20,3.5,,,
PRUNUS SARGENTII,2017,42.71351175,-71.16866178,7,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.69962231,-71.14942184,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.69967995,-71.14943135,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.69958038,-71.149467,16,,,15 to 20,3.5,,,
CLADASTRIS KENTUCKEA,2017,42.69957514,-71.1495383,16,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.69947731,-71.15006091,17,,,15 to 20,3.5,,,
GYMNOCLADUS DIOICUS,2017,42.6994664,-71.15017083,17,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.69954544,-71.14987314,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.69955242,-71.14974479,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.6995629,-71.14964021,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.70045025,-71.14957842,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.70038387,-71.14955465,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.70032099,-71.14953088,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.7002616,-71.14952137,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.70020221,-71.14950236,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.70014981,-71.14950236,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.7001009,-71.14950236,21,,,15 to 20,3.5,,,
ACER FREEMANII 'ARMSTRONG',2017,42.70004151,-71.14949285,21,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69951399,-71.14967349,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69951749,-71.14957366,84,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.69934281,-71.15235927,61,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.69945111,-71.15216912,61,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.69933932,-71.15214536,61,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.69950701,-71.15225469,61,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.69963627,-71.15229272,61,,,15 to 20,3.5,,,
PLATANUS ACERIFOLIA,2017,42.69961181,-71.15205029,61,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.70018824,-71.15323868,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69977601,-71.15324344,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69959435,-71.15323868,84,,,15 to 20,3.5,,,
ACER RUBRUM,2017,42.69927993,-71.15216912,39,,,15 to 20,3.5,,,
ACER RUBRUM,2017,42.69931137,-71.15185063,39,,,15 to 20,3.5,,,
ACER RUBRUM,2017,42.69933233,-71.15152739,39,,,15 to 20,3.5,,,
ACER RUBRUM,2017,42.6992415,-71.15268251,39,,,15 to 20,3.5,,,
AESCULUS CARNEA 'BRIOTII',2017,42.69922403,-71.15097122,5,,,15 to 20,3.5,,,
AESCULUS CARNEA 'BRIOTII',2017,42.69920656,-71.15112809,5,,,15 to 20,3.5,,,
AESCULUS CARNEA 'BRIOTII',2017,42.69914019,-71.15186489,5,,,15 to 20,3.5,,,
AESCULUS CARNEA 'BRIOTII',2017,42.69911573,-71.15215011,5,,,15 to 20,3.5,,,
AESCULUS CARNEA 'BRIOTII',2017,42.69912621,-71.15203602,5,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.69909477,-71.15428923,8,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.69905984,-71.15463149,8,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.69903538,-71.1549072,8,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.69901442,-71.15513537,8,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69890612,-71.15604806,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69869301,-71.15693698,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69871398,-71.15681814,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69864061,-71.15715089,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69879433,-71.15652342,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69856725,-71.15745037,84,,,15 to 20,3.5,,,
ULMUS AMERICANA,2017,42.69846593,-71.15786393,84,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.6983751,-71.15820619,8,,,15 to 20,3.5,,,
GLEDITSIA INERMIS,2017,42.69832619,-71.15842961,8,,,15 to 20,3.5,,,
GINKGO BILOBA,2017,42.7068572,-71.1643208,14,,,15 to 20,3.5,,,
GINKGO BILOBA,2017,42.70680044,-71.16427029,14,,,15 to 20,3.5,,,
GINKGO BILOBA,2017,42.70672839,-71.16421384,14,,,15 to 20,3.5,,,
