SPECIES,DATEPLANT,LAT,LONG,COUNT,UNIQUE,COLOR,HEIGHT,DIAM,TOTAL,YEAR,PLANTED
BETULA NIGRA,2018,42.71342748,-71.1695249,21,,,15 to 20,3,,,
LIQUIDAMBAR STYRACIFLUA,2018,42.71361329,-71.16864644,33,,,15 to 20,3,,,
CELTIS OCCIDENTALIS,2018,42.71360212,-71.16861601,15,,,15 to 20,3,,,
OXYDENDRUM ARBOREUM,2019,42.71813761,-71.16975258,2,,,15 to 20,3,,,
LIQUIDAMBAR STYRACIFLUA,2019,42.714424,-71.15605549,33,,,15 to 20,3,,,
CELTIS OCCIDENTALIS,2019,42.71447639,-71.15600558,15,,,15 to 20,3,,,
QUERCUS COCCINEA,2019,42.71444496,-71.15585109,3,,,15 to 20,3,,,
QUERCUS COCCINEA,2019,42.71461277,-71.15589482,3,,,15 to 20,3,,,
STYRAX JAPNICUS ,2019,42.7145445,-71.15426576,3,,,15 to 20,3,,,
PRUNUS CERASIFERA KV,2019,42.71455498,-71.15410652,4,,,15 to 20,3,,,
CRATAEGUS (THORNLESS),2019,42.7141149,-71.15352658,1,,,15 to 20,3,,,
STYRAX JAPNICUS ,2019,42.71379008,-71.15375238,3,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.71444496,-71.15415406,84,,,15 to 20,3,,,
LIRIODENDRON TULIPIFERA,2019,42.71430176,-71.15377614,18,,,15 to 20,3,,,
CELTIS OCCIDENTALIS,2019,42.71388438,-71.15385933,15,,,15 to 20,3,,,
CELTIS OCCIDENTALIS,2019,42.71401012,-71.15355035,15,,,15 to 20,3,,,
OSTRYA VIRGINIANA,2019,42.71421269,-71.15405898,2,,,15 to 20,3,,,
TILIA TOMENTOSA,2019,42.71371673,-71.15383794,13,,,15 to 20,3,,,
TAXODIUM,2019,42.71441702,-71.15428953,3,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.71470341,-71.15395678,61,,,15 to 20,3,,,
LIRIODENDRON TULIPIFERA,2019,42.7148274,-71.15502396,18,,,15 to 20,3,,,
QUERCUS BICOLOR,2019,42.71303652,-71.16018898,18,,,15 to 20,3,,,
QUERCUS BICOLOR,2019,42.7129513,-71.16018708,18,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.71292056,-71.15990947,84,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.7129988,-71.1595539,84,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.71310638,-71.15881424,84,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.71302255,-71.15846818,84,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.7129024,-71.15980869,61,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.71306726,-71.1602137,61,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.71307285,-71.15845297,61,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.71309799,-71.15826663,61,,,15 to 20,3,,,
PARROTIA PERSICA,2019,42.71303093,-71.16056356,6,,,15 to 20,3,,,
"CERCIS CANADENSIS ""MINNESOTA""",2019,42.7129038,-71.16053885,1,,,15 to 20,3,,,
QUERCUS BICOLOR,2019,42.71357354,-71.1619205,18,,,15 to 20,3,,,
QUERCUS BICOLOR,2019,42.7135442,-71.16215818,18,,,15 to 20,3,,,
QUERCUS PALUSTRIS,2019,42.71352184,-71.16235783,14,,,15 to 20,3,,,
QUERCUS PALUSTRIS,2019,42.71355537,-71.1620555,14,,,15 to 20,3,,,
QUERCUS RUBRA,2019,42.71353861,-71.16225896,27,,,15 to 20,3,,,
QUERCUS RUBRA,2019,42.71356795,-71.16197754,27,,,15 to 20,3,,,
MAACKIA AMURENSIS,2019,42.70034463,-71.14333052,19,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.69985841,-71.1532423,84,,,15 to 20,3,,,
CELTIS OCCIDENTALIS,2019,42.69990644,-71.15274021,15,,,15 to 20,3,,,
STYRAX JAPNICUS ,2019,42.69941517,-71.15143594,3,,,15 to 20,3,,,
PRUNUS YEDOENSIS,2019,42.69955273,-71.15144485,2,,,15 to 20,3,,,
ACER RUBRUM,2019,42.69947412,-71.15140326,39,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.69995448,-71.15323339,61,,,15 to 20,3,,,
AMELANCHIER LAEVIS,2019,42.7000964,-71.15237477,4,,,15 to 20,3,,,
OSTRYA VIRGINIANA,2019,42.69941517,-71.15208064,2,,,15 to 20,3,,,
ACER RUBRUM,2019,42.69935403,-71.15223217,39,,,15 to 20,3,,,
ACER RUBRUM,2019,42.69996103,-71.1528739,39,,,15 to 20,3,,,
ACER RUBRUM,2019,42.70022086,-71.15249955,39,,,15 to 20,3,,,
LIQUIDAMBAR STYRACIFLUA,2019,42.69950032,-71.1520242,33,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.69934967,-71.15205985,61,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.70004618,-71.15323339,84,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.70013789,-71.15323339,61,,,15 to 20,3,,,
LIRIODENDRON TULIPIFERA,2019,42.70029728,-71.15262731,18,,,15 to 20,3,,,
AMELANCHIER LAEVIS,2019,42.6999785,-71.15242825,4,,,15 to 20,3,,,
ZELKOVA SERRATA,2019,42.69946102,-71.15181028,9,,,15 to 20,3,,,
ACER FREEMANII FASTIGIATA,2019,42.69988024,-71.14946617,2,,,15 to 20,3,,,
ACER FREEMANII FASTIGIATA,2019,42.69995448,-71.14948399,2,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.69939552,-71.15228861,61,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2019,42.69939334,-71.15243122,61,,,15 to 20,3,,,
TILIA AMERICANA,2019,42.70014444,-71.15218166,19,,,15 to 20,3,,,
TILIA AMERICANA,2019,42.70036278,-71.15256789,19,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.69951124,-71.15081797,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.69948067,-71.15070804,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70193243,-71.14798811,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70193898,-71.14790492,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70194553,-71.1478247,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70196737,-71.14756623,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70197828,-71.14748601,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70198702,-71.14740579,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70198702,-71.14732261,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.7020023,-71.14715623,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70201977,-71.14696014,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70203068,-71.14685913,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70203942,-71.14677594,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70203942,-71.1466779,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70204597,-71.14662145,76,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS,2019,42.70206125,-71.14651747,76,,,15 to 20,3,,,
ZELKOVA SERRATA,2019,42.6993499,-71.15141545,9,,,15 to 20,3,,,
BETULA NIGRA,2019,42.71492076,-71.15446132,21,,,15 to 20,3,,,
BETULA NIGRA,2019,42.7149033,-71.15435436,21,,,15 to 20,3,,,
TAXODIUM DISTICHUM,2019,42.71432701,-71.1542474,14,,,15 to 20,3,,,
ACER RUBRUM,2019,42.71406069,-71.1536532,39,,,15 to 20,3,,,
METASEQUOIA G.,2019,42.71359991,-71.17377374,1,,,15 to 20,3,,,
ACER RUBRUM,2019,42.71362087,-71.17268802,39,,,15 to 20,3,,,
TILIA TOMENTOSA,2019,42.71371448,-71.17284014,13,,,15 to 20,3,,,
AMELANCHIER LAEVIS,2019,42.7136572,-71.1739753,4,,,15 to 20,3,,,
AMELANCHIER LAEVIS,2019,42.71374381,-71.17379846,4,,,15 to 20,3,,,
LIQUIDAMBAR STYRACIFLUA,2019,42.71363484,-71.17246175,33,,,15 to 20,3,,,
TAXODIUM DISTICHUM,2019,42.71449893,-71.15585135,14,,,15 to 20,3,,,
QUERCUS BICOLOR,2019,42.71359452,-71.16795413,18,,,15 to 20,3,,,
GYMNOCLADUS DIOICUS,2019,42.71363469,-71.16810625,17,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.7007517,-71.15051381,84,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.70073772,-71.15062314,84,,,15 to 20,3,,,
ULMUS AMERICANA,2019,42.70073423,-71.15070158,84,,,15 to 20,3,,,
GYMNOCLADUS DIOICUS,2017,42.7181366,-71.16941268,17,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS v. INERMIS,2018,42.69946979,-71.15061667,20,,,15 to 20,3,,,
GLEDITSIA TRIACANTHOS v. INERMIS,2018,42.69977635,-71.15093753,20,,,15 to 20,3,,,
ACER FREEMANII ,2018,42.71299613,-71.15887559,4,,,15 to 20,3,,,
ACER FREEMANII ,2018,42.7129612,-71.15887749,4,,,15 to 20,3,,,
LIQUIDAMBAR STYRACIFLUA,2018,42.71299474,-71.16002406,33,,,15 to 20,3,,,
TILIA CORDATA,2018,42.71313165,-71.15847248,4,,,15 to 20,3,,,
LIQUIDAMBAR STYRACIFLUA,2018,42.7136491,-71.17259518,33,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2018,42.69960585,-71.15185469,61,,,15 to 20,3,,,
NYSSA SYLVATICA,2018,42.71416026,-71.15631867,8,,,15 to 20,3,,,
NYSSA SYLVATICA,2018,42.7141882,-71.15625212,8,,,15 to 20,3,,,
NYSSA SYLVATICA,2018,42.71420392,-71.15616893,8,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2018,42.71405897,-71.15628302,61,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2018,42.71411834,-71.15621884,61,,,15 to 20,3,,,
PLATANUS ACERIFOLIA,2018,42.71407818,-71.15613566,61,,,15 to 20,3,,,
QUERCUS PALUSTRIS,2018,42.71365416,-71.16798797,14,,,15 to 20,3,,,
BETULA NIGRA,2018,42.71344023,-71.16938137,21,,,15 to 20,3,,,
LIQUIDAMBAR STYRACIFLUA,2018,42.7136498,-71.16746211,33,,,15 to 20,3,,,
CELTIS OCCIDENTALIS,2018,42.71369782,-71.16768196,15,,,15 to 20,3,,,
MAACKIA AMURENSIS,2019,42.70070378,-71.14307024,19,,,15 to 20,3,,,
MAACKIA AMURENSIS,2019,42.70063251,-71.14306264,19,,,15 to 20,3,,,
MAACKIA AMURENSIS,2019,42.70052072,-71.14311588,19,,,15 to 20,3,,,
MAACKIA AMURENSIS,2019,42.70044666,-71.14320715,19,,,15 to 20,3,,,
BETULA NIGRA,2018,42.71378016,-71.16250519,21,,,15 to 20,3,,,
ACER RUBRUM,2019,42.71383848,-71.17324855,39,,,15 to 20,3,,,
TAXODIUM,2018,42.71361617,-71.16725142,3,,,15 to 20,3,,,
PRUNUS SARGENTII,2018,42.71370873,-71.16729895,7,,,15 to 20,3,,,
TAXODIUM,2018,42.71370349,-71.16742255,3,,,15 to 20,3,,,
PRUNUS CERASIFERA KV,2020,42.71212636,-71.1629378,4,,,15 to 20,2.5,,,
PRUNUS CERASIFERA KV,2020,42.71152909,-71.16274291,4,,,15 to 20,2.5,,,
BETULA NIGRA 'DURAHEAT' SINGLE STEM,2020,42.7120111,-71.16289977,2,,,15 to 20,2.5,,,
BETULA NIGRA 'DURAHEAT' SINGLE STEM,2020,42.71163038,-71.16277618,2,,,15 to 20,2.5,,,
NYSSA SYLVATICA,2020,42.71189584,-71.16286175,8,,,15 to 20,2.5,,,
NYSSA SYLVATICA,2020,42.71171421,-71.16280946,8,,,15 to 20,2.5,,,
LIRIODENDRON TULIPIFERA,2020,42.7004654,-71.152852,18,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.700573,-71.15115972,84,,,15 to 20,2.5,,,
PLATANUS ACERIFOLIA,2020,42.70055483,-71.15132894,61,,,15 to 20,2.5,,,
PLATANUS ACERIFOLIA,2020,42.70047937,-71.15130803,61,,,15 to 20,2.5,,,
PLATANUS ACERIFOLIA,2020,42.70049335,-71.15114451,61,,,15 to 20,2.5,,,
PLATANUS ACERIFOLIA,2020,42.70059675,-71.15095436,61,,,15 to 20,2.5,,,
TILIA TOMENTOSA,2020,42.70042488,-71.1511331,13,,,15 to 20,2.5,,,
TILIA TOMENTOSA,2020,42.7003592,-71.15111408,13,,,15 to 20,2.5,,,
PRUNUS CERASIFERA KV,2020,42.70044479,-71.14806869,4,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.70047693,-71.14812954,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.70061946,-71.1484119,45,,,15 to 20,2.5,,,
CERCIS CANADENSIS,2020,42.70064392,-71.1484737,8,,,15 to 20,2.5,,,
MAACKIA AMURENSIS,2020,42.70066837,-71.14852694,19,,,15 to 20,2.5,,,
ZELKOVA SERRATA,2020,42.7009178,-71.148738,9,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70086051,-71.14859919,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70077527,-71.14843377,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.7006509,-71.14818088,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70056007,-71.14800785,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70046785,-71.147812,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70027361,-71.14736326,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70018138,-71.14717882,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70010313,-71.14701339,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.7000109,-71.14680424,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.69991867,-71.14661789,76,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.71215155,-71.16230761,84,,,15 to 20,2.5,,,
ACER FREEMANII 'ARMSTRONG',2020,42.71219347,-71.16245022,21,,,15 to 20,2.5,,,
ACER FREEMANII 'ARMSTRONG',2020,42.71223014,-71.16262491,21,,,15 to 20,2.5,,,
ACER FREEMANII 'ARMSTRONG',2020,42.71215679,-71.16277465,21,,,15 to 20,2.5,,,
CARPINUS CAROLINIANA,2020,42.71222709,-71.16282932,1,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.71249603,-71.1610277,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.71180103,-71.16137947,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.71172419,-71.16171222,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.71174514,-71.16152208,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.71173816,-71.16191663,84,,,15 to 20,2.5,,,
GINKGO BILOBA,2020,42.71165084,-71.16189286,14,,,15 to 20,2.5,,,
GINKGO BILOBA,2020,42.71151811,-71.16170271,14,,,15 to 20,2.5,,,
GINKGO BILOBA,2020,42.71163337,-71.16142701,14,,,15 to 20,2.5,,,
GINKGO BILOBA,2020,42.71158098,-71.16178828,14,,,15 to 20,2.5,,,
GINKGO BILOBA,2020,42.71172069,-71.16135095,14,,,15 to 20,2.5,,,
GINKGO BILOBA,2020,42.71154256,-71.16148405,14,,,15 to 20,2.5,,,
LIQUIDAMBAR STYRACIFLUA,2020,42.71141675,-71.16147454,33,,,15 to 20,2.5,,,
LIQUIDAMBAR STYRACIFLUA,2020,42.71140627,-71.16163616,33,,,15 to 20,2.5,,,
LIQUIDAMBAR STYRACIFLUA,2020,42.71135737,-71.16154585,33,,,15 to 20,2.5,,,
LIQUIDAMBAR STYRACIFLUA,2020,42.71147613,-71.16157437,33,,,15 to 20,2.5,,,
ACER FREEMANII 'ARMSTRONG',2020,42.71186034,-71.16271048,21,,,15 to 20,2.5,,,
ACER FREEMANII 'ARMSTRONG',2020,42.71190531,-71.16235039,21,,,15 to 20,2.5,,,
ACER FREEMANII 'ARMSTRONG',2020,42.7118778,-71.16253459,21,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.7118778,-71.16220184,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.71195508,-71.16223631,84,,,15 to 20,2.5,,,
QUERCUS BICOLOR 'FASTIGIA',2020,42.71248555,-71.16112278,6,,,15 to 20,2.5,,,
QUERCUS BICOLOR 'FASTIGIA',2020,42.71247158,-71.16131292,6,,,15 to 20,2.5,,,
QUERCUS BICOLOR 'FASTIGIA',2020,42.71244015,-71.16153634,6,,,15 to 20,2.5,,,
QUERCUS BICOLOR 'FASTIGIA',2020,42.71242268,-71.16174074,6,,,15 to 20,2.5,,,
QUERCUS BICOLOR 'FASTIGIA',2020,42.71240172,-71.16192613,6,,,15 to 20,2.5,,,
QUERCUS BICOLOR 'FASTIGIA',2020,42.71237728,-71.16211628,6,,,15 to 20,2.5,,,
ZELOKOVA SERRATA 'MUSASHINO',2020,42.71248206,-71.16121785,9,,,15 to 20,2.5,,,
ZELOKOVA SERRATA 'MUSASHINO',2020,42.71245062,-71.1614175,9,,,15 to 20,2.5,,,
ZELOKOVA SERRATA 'MUSASHINO',2020,42.71242967,-71.16163141,9,,,15 to 20,2.5,,,
ZELOKOVA SERRATA 'MUSASHINO',2020,42.71241919,-71.16183581,9,,,15 to 20,2.5,,,
ZELOKOVA SERRATA 'MUSASHINO',2020,42.71239823,-71.16200694,9,,,15 to 20,2.5,,,
ZELOKOVA SERRATA 'MUSASHINO',2020,42.71237378,-71.16222086,9,,,15 to 20,2.5,,,
NYSSA SYLVATICA,2020,42.71127573,-71.16152208,8,,,15 to 20,2.5,,,
MAACKIA AMURENSIS,2020,42.70059667,-71.15421331,19,,,15 to 20,2.5,,,
MAACKIA AMURENSIS,2020,42.70058619,-71.15434641,19,,,15 to 20,2.5,,,
MAACKIA AMURENSIS,2020,42.70051457,-71.15506658,19,,,15 to 20,2.5,,,
MAACKIA AMURENSIS,2020,42.70044907,-71.15571128,19,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.70042505,-71.15601135,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.7004054,-71.15622229,76,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.70064645,-71.15370824,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.70062723,-71.15389838,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.70054514,-71.15472788,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.70052767,-71.1548794,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.70048837,-71.15531911,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2020,42.7004709,-71.15550628,45,,,15 to 20,2.5,,,
MAACKIA AMURENSIS,2020,42.70056916,-71.15448129,19,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.70029929,-71.15693712,84,,,15 to 20,2.5,,,
MAACKIA AMURENSIS,2020,42.7002399,-71.15719619,19,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.70019273,-71.15736732,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.7000792,-71.15782366,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.70003203,-71.15800905,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.69999011,-71.15818018,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.69993509,-71.15839409,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.69984863,-71.15873279,84,,,15 to 20,2.5,,,
ULMUS AMERICANA,2020,42.69980146,-71.15891461,84,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.69974382,-71.15917487,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2020,42.69969928,-71.15933887,76,,,15 to 20,2.5,,,
ULMUS AMERICANA,2021,42.70013242,-71.15760146,84,,,15 to 20,2.5,,,
TAXODIUM DISTICHUM,2021,42.71143957,-71.16271538,14,,,15 to 20,2.5,,,
ULMUS AMERICANA,2021,42.70919934,-71.16698665,84,,,15 to 20,2.5,,,
PLATANUS ACERIFOLIA,2021,42.70908852,-71.16688497,61,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2021,42.69824015,-71.15473435,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2021,42.6982511,-71.15462322,76,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2021,42.69828477,-71.15428391,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2021,42.69829241,-71.15420083,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2021,42.69830189,-71.15409787,45,,,15 to 20,2.5,,,
SYRINGA RETICULATA,2021,42.69830812,-71.15403019,45,,,15 to 20,2.5,,,
ACER CAMPESTRE,2021,42.68633966,-71.16424386,3,,,15 to 20,2.5,,,
ACER CAMPESTRE,2021,42.68625262,-71.16413234,3,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2021,42.6860379,-71.16416604,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2021,42.68595311,-71.16406309,76,,,15 to 20,2.5,,,
GLEDITSIA TRIACANTHOS,2021,42.70074446,-71.14320003,76,,,15 to 20,2.5,,,
